barrio,precio,hab,baño,aseo,superficie,fecha_constr,planta,lavadero,trastero,terraza,calefaccion,parking,acc,ascensor,lat,lon,url,text
Dreta de l´Eixample,650 €,,1 Baño,,Superficie 45 m,Año construcción 1900,Planta número 4,,,,Calefacción ,Sin plaza parking,Aire acondicionado ,Sin ascensor,"VGPSLat\"":41.3997731","VGPSLon\"":2.1751122",https://www.habitaclia.com/alquiler-piso-muy_centrico_placa_tetuan_dreta_de_l_eixample-barcelona-i6285001557122.htm?pag=20&f=&from=list&lo=55," Contrato de 7 años. Sin gastos de confección de contrato Excelente piso de 45m² ( 36 m² útiles según cédula)REFORMADO en ZONA CENTRO de Barcelona, al lado de Metro Verdaguer/Girona. Muy BIEN COMUNICADO Consta de una cocina americana abierta a salón-comedor de 15m². Baño con bañera y una habitación doble amplia con balcón a patio interior. Suelo de parquet. Muy bien comunicado junto líneas de Metro 2, línea 3, líneas de Bus D50, 6.. Renta contrato anterior: 675 € Índice R. P. LL. Área inferior 17,14 €/m² - Medio 19,71 €/m² -Área superior 23,12 €/m² ¡Infórmese sin compromiso!"
Dreta de l´Eixample,1.650 €,5 habitaciones,2 Baños,,Superficie 143 m,Año construcción 1925,Planta número 2,Lavadero ,,Balcón / Terraza 3 m,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3935054","VGPSLon\"":2.1642413",https://www.habitaclia.com/alquiler-piso-luminoso_con_balcon_dreta_de_l_eixample-barcelona-i3613003385615.htm?pag=20&f=&from=list&lo=55," Espectacular piso en alquiler con balcón al lado del  prestigioso Paseo de Gracia y el hotel Majestic en Barcelona Edificio señorial con mucho encanto. Ascensor. Piso recién pintado, estancias muy luminosas y muy amplias. Armarios empotrados en los dormitorios. Calefacción individual gas y  aire acondicionado. Gran oportunidad para vivir en una de las mejores zonas de Barcelona.  ** ENGLISH VERSION ** Spectacular apartment for rent with balcony next to the prestigious Paseo de Gracia and the Majestic hotel in Barcelona Building with a lot of charm. Lift. Newly painted apartment, very bright and very spacious rooms. Wardrobes in the bedrooms. Heating individual gas and air conditioning. Great opportunity to live in one of the best areas of Barcelona. ** VERSIÓ EN CATALÀ  ** Espectacular pis de lloguer amb balcó al costat del prestigiós Passeig de Gràcia i l´hotel Majestic a Barcelona Edifici senyorial amb molt d´encant. Ascensor. Pis acabat de pintar, estades molt lluminoses i molt àmplies. Armaris encastats en els dormitoris. Calefacció individula gas i aire condicionat. Gran oportunitat per viure en una de les millors zones de Barcelona. **  VERSION FRANÇAISE  ** Spectaculaire appartement à louer avec balcon à côté du prestigieux Paseo de Gracia et de l´hôtel Majestic à Barcelone Bâtiment majestueux avec beaucoup de charme. Ascenseur Appartement récemment repeint, pièces très lumineuses et très spacieuses. Armoires dans les chambres. Chauffage individuel au gaz et climatisation. Belle opportunité de vivre dans l´un des meilleurs quartiers de Barcelone. ** VERSIONE ITALIANA  ** Spettacolare appartamento in affitto con balcone vicino al prestigioso Paseo de Gracia e l´hotel Majestic a Barcellona Edificio signorile con molto fascino. Ascensore. Appartamento recentemente dipinto, camere molto luminose e molto spaziose. Armadi nelle camere da letto Riscaldamento individuale gas e aria condizionata. Grande opportunità di vivere in una delle migliori zone di Barcellona. ** Dansk Version  ** Spektakulær lejlighed til leje med balkon ved siden af den prestigefyldte Paseo de Gracia og det majestætiske hotel i Barcelona Bygning med en masse charme. Lift. Nymalede lejlighed, meget lyse og meget rummelige værelser. Garderobeskabe i soveværelserne. Opvarmning af individuel gas og aircondition. Fantastisk mulighed for at bo i et af Barcelonas bedste områder. ** NORSK VERSION  ** Spektakulær leilighet til leie med balkong ved siden av den prestisjetunge Paseo de Gracia og det majestetiske hotellet i Barcelona Bygge med mye sjarm. Lift. Nymalte leilighet, veldig lyse og svært romslige rom. Garderober i soverommene. Oppvarming individuell gass og air condition. Flott mulighet til å bo i et av Barcelonas beste områder. **  Deutsche Version  ** Spektakuläres Apartment mit Balkon neben dem renommierten Paseo de Gracia und dem Majestic Hotel in Barcelona Bauen mit viel Charme. Heben Neu gestrichene Wohnung, sehr helle und sehr geräumige Zimmer. Kleiderschränke in den Schlafzimmern. Heizung individuell Gas und Klimaanlage. Tolle Gelegenheit, in einer der besten Gegenden von Barcelona zu leben. ** VERSIE IN HET NEDERLANDS  ** Spectaculair appartement te huur met balkon naast de prestigieuze Paseo de Gracia en het Majestic hotel in Barcelona Bouwen met veel charme. Lift. Nieuw geschilderd appartement, zeer lichte en zeer ruime kamers. Kasten in de slaapkamers. Verwarming van individueel gas en airconditioning. Geweldige kans om in een van de beste wijken van Barcelona te wonen. Área inferior : 11,77 euros/m2 Índice : 15,83 euros/m2 Área superior : 24,54 euros/m2"
Dreta de l´Eixample,1.223 €,4 habitaciones,2 Baños,,Superficie 90 m,,Planta número 5,Lavadero ,,,Calefacción ,,,Ascensor ,"VGPSLat\"":41.3919734","VGPSLon\"":2.1648277",https://www.habitaclia.com/alquiler-piso-dreta_de_l_eixample-barcelona-i28787003837693.htm?pag=20&f=&from=list&lo=55," En zona muy céntrica de Barcelona, tocando Rambla Catalunya y paseo de Gracia, cerca de Enrique granados, en una zona con muchísimas lineas de bus, metro y cercanías, en edificio con servicio de portería, encontramos piso tranquilo y renovado El piso consta de una cocina equipada con acceso a lavadero, salón comedor independiente con salida a balcón, dos dormitorios dobles, dos individuales , dos baño y amplia entrada. Está renovado en baños y cocina y además tiene parquet y calefacción a gas y se entrega recién pintado El piso asoma a patio de manzana, por lo tanto no sufre el ruido de la calle Aragó. Orientación mar Plaza de parking en finca opcional Ya disponible. ATENCIÓN! El precio de la renta es de 1.300€ hasta enero de 2022. A partir de enero de 2022 se actualizará a 1.500€ Presentado por! Hola Casa! Número de AICAT 10282."
Dreta de l´Eixample,1.000 €,2 habitaciones,1 Baño,,Superficie 73 m,Año construcción 1910,Planta número 3,,,,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3990064","VGPSLon\"":2.1643322",https://www.habitaclia.com/alquiler-piso-zona_verdaguer_dreta_de_l_eixample-barcelona-i33470004040291.htm?pag=20&f=&from=list&lo=55," ´DESCRIPCIÓN: Piso de alquiler, en la Dreta de l´Eixample (junto Mercat de la Concepció, cerca de La Pedrera), de 65 metros útiles (75 metros construidos), en buen estado, con ascensor. Finca modernista con gran encanto. Posibilidad como despacho profesional.     DISTRIBUCIÓN:     Dormitorios: 2 habitaciones dobles y 1 individual (despacho/vestidor).     Salón: Salón-comedor, céntrico, acceso al resto de habitaciones.     Cocina: Independiente, cocina vitrocerámica, horno, microondas, nevera.     Baño: 1 baño completo con plato de ducha.     EXTRAS: Calefacción bomba calor, aire acondicionado en salón, suelos de parquet, recibidor.     SERVICIOS INCLUIDOS: Mantenimiento piso. / NO INCLUIDO: Suministros aparte.     TRANSPORTE Y COMUNICACIÓN: L5/L4 Verdaguer L5/L3 Diagonal, líneas de bus, bien comunicado.     LUGARES DE INTERÉS: Sagrada Familia, Casa deles Punxes, Mercat de la Concepció, La Pedrera, Passeig de Gràcia, Palau Robert, Jardinets de Gràcia.. .     GASTOS: 2 meses de fianza, honorarios agencia     OFERTAS: 20% descuentos honorarios con Carnet Jove     ÍNDEX LLOGUER HABITATGE: 15,11€     Ideal parejas tranquilas. También útil como despacho profesional.     Llame a BarnaFinc para concertar visita.´ Precio     1.000 €/mes     Fianza de 2 meses Características básicas     75 m2 construidos     65 m2 útiles     2 dormitorios     1 baño     Balcón     Segunda mano/Buen estado     Año de construcción: 1910     Índice de Referencia de Cataluña: 15,11 €/m²     Cocina con electrodomésticos y casa sin amueblar Edificio     Planta 3, exterior     Con ascensor     Certificación energética: En trámite Equipamiento     Aire acondicionado Ubicación     Mallorca, 305     Planta 3     Puerta 1     Barrio La Dreta de l´Eixample     Distrito Eixample     Barcelona, Barcelona"
Dreta de l´Eixample,3.000 €,4 habitaciones,3 Baños,,Superficie 209 m,Año construcción 1890,Planta número 7,Lavadero ,,Terraza 12 m,Calefacción ,Sin plaza parking,Sin aire acondicionado,Ascensor ,"VGPSLat\"":41.3923940","VGPSLon\"":2.1613807",https://www.habitaclia.com/alquiler-atico-en_rambla_catalunya_rambla_catalunya_85_dreta_de_l_eixample-barcelona-i3978002845154.htm?pag=20&f=&from=list&lo=55," Ático situado en Rambla Catalunya, amplio y muy luminoso, gran salón- comedor con ventanal y con vistas a interior de manzana, dispone de cuatro habitaciones dobles una de ellas se puede utilizar o bien como habitación o bien como despacho- biblioteca con ventanal a Rambla Catalunya, tres baños completos, uno con bañera y dos con ducha, calefacción, amplia cocina oficce, terraza con vistas a Rambla Catalunya, entrada de servicio. , se puede alquilar también como oficina. Finca con servicio de portería.  Inmejorable ubicación."
Dreta de l´Eixample,850 €,,1 Baño,,Superficie 32 m,,Planta número 4,Lavadero ,,Terraza 25 m,Sin calefacción,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3879203","VGPSLon\"":2.1699165",https://www.habitaclia.com/alquiler-estudio-precioso_con_gran_terraza_con_mobiliario_nuevo_en_perfce_dreta_de_l_eixample-barcelona-i4552003907124.htm?pag=20&f=&from=list&lo=55," Precioso atico estudio junto a plaza Sant Jaume  el estudio esta dic¡vidido de una mini cocina con un salon comedor habitacion con mobiliario nievo todo equipado con un baño y una terraza de 25 m2 privada apie del estudio indices inferior 23.4 medio 30,15 superior 38,66"
Dreta de l´Eixample,2.800 €,3 habitaciones,2 Baños,1 Aseo,Superficie 210 m,Año construcción 1903,Planta número 5,Lavadero ,,Balcón / Terraza 8 m,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3924110","VGPSLon\"":2.1610408",https://www.habitaclia.com/alquiler-piso-excelente_vivienda_dreta_de_l_eixample-barcelona-i473003942500.htm?pag=20&f=&from=list&lo=55," Rambla Catalunya   Jto. Diagonal Finca Regia rehabilitada    Magnifica vivienda   de 210m2 exterior a calle y patio de manzana,   doble orientación a Tarragona y Gerona. Amplio salón living comedor de 45m2, exterior a Rambla, con balcón, cocina oficce, cuarto de maquinas,3 habitaciones dobles 2 baños, 1 suitte con bañera y ducha y aseo, paquet de tarima natural, aire acondicionado y calefacción. 5º de altura con ascensor, soleado y luminoso, servicio de conserjería. Inmejorable ubicación, todos los servicios. Infórmese sin compromiso!! Visite lo "
Dreta de l´Eixample,1.350 €,,2 Baños,,Superficie 137 m,,Planta número 1,Lavadero ,,,Calefacción ,Sin plaza parking,Sin aire acondicionado,Ascensor ,"VGPSLat\"":41.3981214","VGPSLon\"":2.1703566",https://www.habitaclia.com/alquiler-piso-local_comercial_mas_loft_en_a_un_paso_del_paseo_san_jua_dreta_de_l_eixample-barcelona-i24368000000056.htm?pag=20&f=&from=list&lo=55," Local comercial a pie de calle de superficie aproximada 30 m2 y fachada de 2 m, con acceso directo desde la calle,  con una  vivienda tipo loft en la parte posterior y en la misma planta baja  con una superficie de 100 mLa vivienda tipo loft ha sido reformada recientemente con mucho gusto y con una óptima distribución respetando los elementos arquitectónicos propios de la finca, utilizando materiales de gran calidad. Se distribuye en un gran comedor con cocina integrada y equipada con electrodomésticos de primeras marcas. Dispone de un amplio salón totalmente amueblado, una habitación doble en suite y con vestidor integrado que incluye una sauna seca. A parte también dispone de un aseo de cortesía.     La vivienda tipo loft tiene acceso directo desde la portería de la finca, no siendo necesario el acceso por el local comercial. Posibilidad de disfrutar en un mismo espacio de local comercial y vivienda."
Dreta de l´Eixample,800 €,,1 Baño,,Superficie 40 m,Año construcción 1972,Planta número 3,,,Balcón / Terraza 2 m,Sin calefacción,Sin plaza parking,Sin aire acondicionado,Ascensor ,"VGPSLat\"":41.3994143","VGPSLon\"":2.1728485",https://www.habitaclia.com/alquiler-apartamento-en_diagonal_311_bcn_avenida_diagonal_311_dreta_de_l_eixample-barcelona-i4077004109699.htm?pag=20&f=&from=list&lo=55," Acogedor apartamento de 40 m2 útiles con una habitación doble, cocina equipada con placa vitrocerámica, horno, campana extractora, comedor estar con acceso a balcón, baño completo con bañera, en la planta tercera con ascensor, la finca dispone de servicio de conserjería. Situada entre Nápoles y Roger de Flor, bien comunicada por transporte público Bus y Metro L4 Verdaguer. A 2 minutos caminando al CAP Roger de Flor. Cerca de colegios, tiendas, supermercados, restaurantes y cafeterías.  Las condiciones requeridas son tener contrato laboral indefinido con más de un año de antigüedad. Las dos últimas nóminas, fotocopia del D. N. I. o aval personal que cumpla con los requisitos. Fianza de dos mensualidades, honorarios de agencia el 10% de una anualidad más IVA y gastos de gestión de contrato 200€.  Index de lloguer 20,02€/m2. Los gastos de comunidad e I. B. I. (90,00€/mes) están incluidos en el precio del alquiler."
Dreta de l´Eixample,2.300 €,3 habitaciones,2 Baños,,Superficie 120 m,,Planta número 6,,,,Sin calefacción,Sin plaza parking,Sin aire acondicionado,Sin ascensor,"VGPSLat\"":41.3943561","VGPSLon\"":2.1791319",https://www.habitaclia.com/alquiler-apartamento-piso_moderno_120m2_3_hab_2_banos_aire_acondicionado_dreta_de_l_eixample-barcelona-i2385004144685.htm?pag=19&f=&from=list&lo=55," REF 83026 Altura piso 6º,  Atico superficie total 120 m², s Superficie útil 119 m²,  Hab. individuales: 3, 2 baños,  Aire acondicionado frío y calor),  Cocina equipada),  Estado conservación: buen estado,  Soleado muy soleado). El Distrito de l’Eixample en Barcelona es el más poblado de toda la ciudad con más de 260 mil habitantes. Este distrito comprende el plan urbanístico de Ildefons Cerdà, quien se encargó del ensanche de Barcelona una vez se derrumbaron las murallas medievales, durante el siglo XIX. Es en este distrito donde se encuentran gran parte de los atractivos más famosos de Barcelona y sus calles más conocidas, como el Passeig de Gràcia, La Gran Via de les Corts Catalanes, la Diagonal, el Carrer Balmes, Aribau, Muntaner, València, Mallorca, Aragó, etc. En este distrito se encuentran la Sagrada Família, la conocida como “La Manzana de la Discordia”, donde se retan Gaudí con la Casa Batlló, Domènech i Montaner con la Casa Lleó Morera i, Puig i Cadafalch con la Casa Amatller. Todos ellos, genios del Modernismo. La Pedrera, la Casa de les Punxes, el Palau del Baró de Quadras, los preciosos edificios de Rambla Catalunya o el Passeig de Gràcia, hacen de este distrito uno de los más bellos de Barcelona. Generalmente l’Eixample se ha dividido en l’Eixample Dreta y l’Eixample Esquerra. En l’Eixample Dreta encontramos la zona derecha del Passeig de Gràcia, el barrio de la Sagrada Família y la Vila Olímpica. En l’Eixample Esquerra se encuentra el barri de Sant Antoni, muy tradicional y muy barcelonés. Para más información, contactar con el equipo de AreaCasa."
Dreta de l´Eixample,1.330 €,3 habitaciones,1 Baño,1 Aseo,Superficie 99 m,,Planta número 1,Lavadero ,,,Calefacción ,Sin plaza parking,Sin aire acondicionado,Ascensor ,"VGPSLat\"":41.3938937","VGPSLon\"":2.1580497",https://www.habitaclia.com/alquiler-piso-de_en_la_dreta_de_leixample_dreta_de_l_eixample-barcelona-i10273000001827.htm?pag=21&f=&from=list&lo=55," ***** BONIFICACIÓN DEL 50% LOS DOS PRIMEROS MESES - SIN GASTOS DE HONORARIOS *****  Piso de alquiler de 89m² de superficie útil en el centro de Barcelona, ??a la Dreta de l´Eixample, a sólo 100m de la parada de FGC de Provença. Su excelente ubicación, a 50 metros de Rambla Catalunya, hace que esté rodeado de todo tipo de servicios como restaurantes, grandes tiendas, supermercados y farmacias.  Se trata de un primer piso, muy luminoso y soleado, con suelos de parquet en el comedor y las habitaciones. Está distribuido en cocina independiente con acceso directo al comedor; un lavadero; dos habitaciones dobles, una de ellas con baño en suite con bañera; una habitación individual; y un aseo.  Dispone de ascensor y servicio de portería. Suministros de agua, luz y gas dados de alta.  Renta mensual: € El importe del IBI es de 50,00 € mensuales.  * El precio no incluye impuestos ni gastos de gestión.  ** Precio determinado de conformidad con los artículos 6 y 7 de la Ley de 18 de septiembre: Índice: 16,31 € / m² - 89m² según CHB. Precio y fecha anterior contrato: € - Abril Finques Duran Argemí somos un despacho profesional con una larga trayectoria que nos ha llevado a ser la tercera generación, formamos un equipo humano con amplios conocimientos y experiencia demostrables en la gestión inmobiliaria, tanto en el mercado de alquileres como el de la compraventa. Nuestro objetivo principal es dar un servicio exclusivo, personalizado y de calidad, rasgos que nos diferencian. Nuestra cartera de clientes, que sigue creciendo día a día, es la garantía y aval de nuestra gestión. Tenemos la firme voluntad de seguir trabajando para obtener la máxima satisfacción de quienes confían en nosotros, esperando poder contar con usted en el momento que nos pueda necesitar. Índice de referencia de precios de alquiler: 16.31€/m²"
Dreta de l´Eixample,2.000 €,4 habitaciones,1 Baño,,Superficie 110 m,,,,,,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3894571","VGPSLon\"":2.1786327",https://www.habitaclia.com/alquiler-piso-en_ronda_sant_pere_dreta_de_l_eixample-barcelona-i12799004019052.htm?pag=21&f=&from=list&lo=55," Inmo Olaya le ofrece este Alquiler de Piso en Ronda Sant Pere 110 m2, 4 habitaciones, baño, cocina, salón comedor, 2 balcones, exterior, amueblado, con ascensor. Consta de 110 m2, distribuidos en 4 habitaciones, comedor con cocina office, 1 baños y 2 balcón. Muebles de diseño y completamente equipado. Piso impecable y muy luminoso. Oportunidad para personas con solvencia e ingresos garantizados. Amueblado y equipado. Aire acondicionado y bomba de calor por conductos. Finca con ascensor. Precio de Alquiler 2000€ Para más información, contacte con nosotros."
Dreta de l´Eixample,1.450 €,,1 Baño,,Superficie 60 m,,Planta número 2,,,Terraza 16 m,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3945025","VGPSLon\"":2.1655417",https://www.habitaclia.com/alquiler-piso-segundo_con_ascensor_y_piscina_comunitaria_dreta_de_l_eixample-barcelona-i12953003533108.htm?pag=21&f=&from=list&lo=55," *Servicios de agencia GRATIS* Terraza privada, ventanales gigantes y gran piscina en este edificio al lado de Passeig de Gracia son unas de numerosas ventajas de esta luminosa vivienda!     La superficie de esta vivienda esta distribuida entre salón-comedor, una cocina independiente, una habitación, un baño y la galería con vistas a gran patio de manzana.    El salón con acceso a la galería tiene una forma perfecta para crear una atractiva zona lounge y la zona de comedor para 6 comensales.    La cocina esta perfectamente equipada para que puedas crear tus obras maestras culinarias desde el primer momento. Dispone de:  - gran nevera con congelador  - lavavajillas  - horno y microondas  - campana extractora y cocina de inducción  Otras herramientas y pequeños detalles.    Impresionante piscina interior y gran terraza comunitaria justo al lado de Passeig de Gracia, hacen este piso una opción perfecta para los que quieren vivir con confort en pleno centro de Barcelona. A 2 min del metro, 25 min en tren del Aeropuerto y 20 min del mar!    Contáctanos ahora para visitar!    Índice de alquiler 18,54 eur/mIBI y Gastos de Comunidad incluidos***"
Dreta de l´Eixample,2.100 €,4 habitaciones,1 Baño,1 Aseo,Superficie 160 m,,Planta número 4,Lavadero ,,,Calefacción ,Plaza parking ,Sin aire acondicionado,Ascensor ,"VGPSLat\"":41.3915000","VGPSLon\"":2.1615700",https://www.habitaclia.com/alquiler-piso-con_4_habitaciones_amueblado_con_ascensor_y_calefaccion_dreta_de_l_eixample-barcelona-i14599000000158.htm?pag=21&f=&from=list&lo=55," Piso reformado muy luminoso, estancias espaciosas, dispone de 4 habitaciones dobles,  todas exteriores, 2 baños, 1 completo con ducha y bañera y 1 de servicio. Gran salón comedor, con galería muy luminoso, cocina muy espaciosa, independiente. Suelos originales restaurados. Posibilidad de plaza de garaje. Precio Index Gen Cat 13,23€7m2"
Dreta de l´Eixample,1.050 €,3 habitaciones,1 Baño,,Superficie 73 m,Año construcción 1936,Planta número 4,,,Balcón / Terraza 2 m,Calefacción ,,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3986561","VGPSLon\"":2.1731970",https://www.habitaclia.com/alquiler-piso-alto_ext_3_hab_balc_perfecto_arago_375_dreta_de_l_eixample-barcelona-i586002415280.htm?pag=21&f=&from=list&lo=55," Piso muy céntrico y bien comunicado, finca clásica de l´Eixample rehabilitada, 73 m2, exterior a chaflán, muy luminoso, 3 habitaciones (1 doble), 3 balcones, carpintería de aluminio con climalit, persianas tipo mallorquinas de aluminio, parquet, calefacción individual, aire acondicionado (con bomba de calor), armarios empotrados, puerta blindada, amueblado con electrodomésticos. Todo reformado. La renta está fijada de acuerdo a la nueva Ley 11/2020 de regulación de las rentas de los contratos de arrendamiento."
Dreta de l´Eixample,620 €,,1 Baño,,Superficie 30 m,,,,,,Sin calefacción,Sin plaza parking,Sin aire acondicionado,Sin ascensor,"VGPSLat\"":41.4116468","VGPSLon\"":2.1745056",https://www.habitaclia.com/alquiler-apartamento-exterior_y_tranquilo_dreta_de_l_eixample-barcelona-i3391002389728.htm?pag=21&f=&from=list&lo=55," Planta baja de 27 m2. Salón y habitación doble exteriroes al pasaje; 1 baño con media bañera, cocina americana Reformado, parquet, carpintería aluminio. Muy tranquilo y luminoso. Terraza comunitaria exclusiva para cuatro apartamentos. Entrada por Cartagena. L5 Sant Pau/dos de Maig.  Último contrato 680€. Precio índex de la Generalitat 23,82€/m2 X 27m2= 643€. Precio 620€"
Dreta de l´Eixample,2.500 €,3 habitaciones,3 Baños,,Superficie 184 m,Año construcción 1930,Planta número 4,,,,Calefacción ,Sin plaza parking,,Ascensor ,"VGPSLat\"":41.3949025","VGPSLon\"":2.1635256",https://www.habitaclia.com/alquiler-piso-dreta_de_l_eixample-barcelona-i1458004059723.htm?pag=21&f=&from=list&lo=55," Gran piso de 184 m2 recién reformado a estrenar, situado en una de las mejores zonas de la ciudad. Vivienda totalmente amueblada y equipada, distribuida en gran salón exterior a calle con salida a dos balcones, 3 dormitorios dobles, de los cuales dos de ellos con baño en suite, un tercer baño completo, gran cocina office con zona de comedor y lavadero independiente. Piso con estancias muy amplias, con materiales de muy buena calidad y situado a escasos metros de Paseo de Gracia, una excelente zona, con todo tipo de comercios y servicios muy próximos así como muy buenas comunicaciones con el resto de la ciudad. Dispone de calefacción en toda la vivienda mediante radiadores de gas natural. Finca con ascensor."
Dreta de l´Eixample,4.950 €,3 habitaciones,2 Baños,1 Aseo,Superficie 150 m,,Planta número 7,Lavadero ,,,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3861473","VGPSLon\"":2.1718852",https://www.habitaclia.com/alquiler-piso-paseo_de_gracia_plaza_cataluna_dreta_de_l_eixample-barcelona-i473003645507.htm?pag=20&f=&from=list&lo=55," Finca regia Señorial  Fantástica vivienda tipo duplex de 150m2 en dos alturas,  de diseño, con 3 habitaciones una en suite, 2 baños completos y 1 aseo, amplias estancias, cocina con sala de maquinas, calefacción y aire acondicionad, muy soleado y tranquilo,  orientado a patio de manzana,  alto ascensor, servicio portería,  Único en zona. Infórmese sin compromiso!!"
Dreta de l´Eixample,2.100 €,3 habitaciones,3 Baños,,Superficie 141 m,,Planta número 4,Lavadero ,,,Calefacción ,,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3910041","VGPSLon\"":2.1624581",https://www.habitaclia.com/alquiler-piso-dreta_de_l_eixample-barcelona-i10867004112626.htm?pag=21&f=&from=list&lo=55," Piso de 141m² útiles en alquiler en calle Balmes con calle Mallorca. Cuarta planta real exterior en una finca con ascensor. Hay servicio de conserjería. El piso está en perfecto estado y se entrega totalmente pintado. Tiene 3 habitaciones doble: 1 habitación doble exterior tipo suite, 1 habitación doble exterior con vestidor y 1 habitación doble interior. A parte hay una sala de lavandería con lavadora y secadora. Hay armarios encastados en todas las habitaciones. Hay 3 cuartos de baño completos con ducha. La cocina es independiente, moderna y con electrodomésticos de alta gama. Tiene nevera doble marca Bosch lavavajillas, horno de alta capacidad y microondas. Hay carpintería exterior de climalit de calidad, suelos de parquet en casi todo el piso y suelos cerámicos en cocina y cuartos de baño. Tiene climatización por conductos (frío/calor). El comedor es grande, con orientación sur y con grandes ventanales que aportan muchísima luz natural. Precio según índice de referencia del alquiler según Agencia Habitatge Catalunya: 13,25€/m². Precio de alquiler= 2.100€/mes ( 1.868€/mes de renta + 124€/mes de IBI + 126€/mes de gastos de comunidad+ incremento por climatización, ascensor y servicio de conserjería). En total se pedirán 3 meses de depósito (1 mes de fianza legal + 2 mes de garantía adicional). Abstenerse para propuestas de corto plazo. NO SE ALQUILARÁ PARA COMPARTIR. Transporte público: parada de FGC Provença y parada de metro Diagonal (L5, L3). Amplia red de autobuses en zona (20, H10,63, N7) y (V13, N3, N8). Alta concurrencia de taxis en la zona."
Dreta de l´Eixample,600 €,,1 Baño,,Superficie 35 m,,Planta número 4,,,,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3938777","VGPSLon\"":2.1757944",https://www.habitaclia.com/alquiler-estudio-oportunidad_dreta_de_l_eixample-barcelona-i9409003091167.htm?pag=21&f=&from=list&lo=55," Estudio de un solo ambiente! Salón-comedor y dormitorio en el mismo ambiente, con cocina y baño a parte e independientes, dispone de aire acondicionado con bomba de calor. El estudio tiene un balcón exterior con excelentes vistas y soleado, goza de una cuarta altura real con carpintería de doble cristal de aluminio, la ubicación es inmejorable. Finca con ascensor y servicio de conserjería."
Dreta de l´Eixample,1.150 €,,1 Baño,,Superficie 45 m,,Planta número 6,,,,Sin calefacción,Sin plaza parking,Sin aire acondicionado,Sin ascensor,"VGPSLat\"":41.3870414","VGPSLon\"":2.1669776",https://www.habitaclia.com/alquiler-apartamento-piso_elegante_de_45m2_1_habitacion_1_bano_amueblado_cocina_dreta_de_l_eixample-barcelona-i2385004141299.htm?pag=21&f=&from=list&lo=55," REF: 90319 Piso de 45m², en la zona de Eixample, cerca del la Pl. Catalunya  Cuenta con 1 habitación doble; 1 baño completo; Cocina totalmente equipada con Nevera, Horno, Microondas, Lavaplatos, lavadora, secadora, plancha, tv, portero, utensilios ;Amplio salón comedor muy soleado con muebles y sofá.  Dispone de Calefacción, Aire acondicionado con bomba de calor. 6ª planta en una finca con ascensor . En el precio mensual INCLUYE, AGUA y WIFI. Solamente debería  pagar el recibo de la luz. El Distrito de l’Eixample en Barcelona es el más poblado de toda la ciudad con más de 260 mil habitantes. Este distrito comprende el plan urbanístico de Ildefons Cerdà, quien se encargó del ensanche de Barcelona una vez se derrumbaron las murallas medievales, durante el siglo XIX. Es en este distrito donde se encuentran gran parte de los atractivos más famosos de Barcelona y sus calles más conocidas, como el Passeig de Gràcia, La Gran Via de les Corts Catalanes, la Diagonal, el Carrer Balmes, Aribau, Muntaner, València, Mallorca, Aragó, etc. En este distrito se encuentran la Sagrada Família, la conocida como “La Manzana de la Discordia”, donde se retan Gaudí con la Casa Batlló, Domènech i Montaner con la Casa Lleó Morera i, Puig i Cadafalch con la Casa Amatller. Todos ellos, genios del Modernismo. La Pedrera, la Casa de les Punxes, el Palau del Baró de Quadras, los preciosos edificios de Rambla Catalunya o el Passeig de Gràcia, hacen de este distrito uno de los más bellos de Barcelona. Generalmente l’Eixample se ha dividido en l’Eixample Dreta y l’Eixample Esquerra. En l’Eixample Dreta encontramos la zona derecha del Passeig de Gràcia, el barrio de la Sagrada Família y la Vila Olímpica. En l’Eixample Esquerra se encuentra el barri de Sant Antoni, muy tradicional y muy barcelonés. Para más información, contactar con el equipo de AreaCasa."
